minute,output
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.00012549079596520607
1202,0.00024367990577836267
1203,0.0003547249722427876
1204,0.00045878363816187484
1205,0.0005560135463389929
1206,0.0006465723395775281
1207,0.0007306176606808102
1208,0.0008083071524522277
1209,0.0008797984576951485
1210,0.0009452492192129539
1211,0.0010048170798089844
1212,0.0010586596822866228
1213,0.0011069346694492369
1214,0.001149799684100204
1215,0.0011874123690428738
1216,0.0012199303670806239
1217,0.0012475113210168281
1218,0.001270312873654843
1219,0.0012884926677980426
1220,0.0013022083462497953
1221,0.0013116175518134716
1222,0.0013168779272924346
1223,0.0013181471154900554
1224,0.0013155827592097019
1225,0.0013093425012547409
1226,0.0012995839844285432
1227,0.001286464851534476
1228,0.0012701427453759074
1229,0.001250775308756201
1230,0.001228520184478733
1231,0.001203535015346868
1232,0.0011759774441639688
1233,0.0011460051137334145
1234,0.001113775666858568
1235,0.0010794467463427976
1236,0.0010431759949894627
1237,0.0010051210556019476
1238,0.0009654395709836128
1239,0.0009242891839378266
1240,0.000881827537267948
1241,0.0008382122737773628
1242,0.0007936010362694312
1243,0.0007481514675475205
1244,0.0007020212104149898
1245,0.0006553679076752249
1246,0.0006083492021315873
1247,0.0005611227365874332
1248,0.0005138461538461508
1249,0.0004666770967110996
1250,0.00041977320798564696
1251,0.00037329213047314867
1252,0.0003273915069769975
1253,0.000282228980300548
1254,0.00023796219324717129
1255,0.00019474878862022187
1256,0.00015274640922309252
1257,0.00011211269785913695
1258,7.300529733172533e-05
1259,3.558185044421833e-05
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,8.972931441519025e-06
1322,1.741971653370698e-05
1323,2.5351836958378727e-05
1324,3.278077439735459e-05
1325,3.9718010532453044e-05
1326,4.617502704549387e-05
1327,5.21633056182928e-05
1328,5.7694327932669735e-05
1329,6.27795756704431e-05
1330,6.743053051343235e-05
1331,7.165867414345396e-05
1332,7.547548824232745e-05
1333,7.889245449187124e-05
1334,8.192105457390443e-05
1335,8.457277017024423e-05
1336,8.685908296270976e-05
1337,8.879147463311985e-05
1338,9.038142686329216e-05
1339,9.164042133504564e-05
1340,9.25799397301987e-05
1341,9.321146373056993e-05
1342,9.354647501797759e-05
1343,9.359645527424023e-05
1344,9.337288618117635e-05
1345,9.288724942060425e-05
1346,9.215102667434267e-05
1347,9.117569962420997e-05
1348,8.997274995202465e-05
1349,8.855365933960484e-05
1350,8.692990946876953e-05
1351,8.511298202133696e-05
1352,8.311435867912525e-05
